year,ccode,warnum,batdeath,wbgdp2011est,wbpopest,sdpest,wbgdppc2011est,milex,milper,irst,pec,tpop,upop,cinc,v2x_polyarchy,polity2,xm_qudsest,batdeathpc,milexpsdp
1859,325,28,2500,24.763,16.833,24.262,7.93,5716,53,20,193,5054,248,0.01479145,0.218,-7,-0.49407327081879276,4.946576968737634e-4,1.660502371483646e-4
1860,325,34,300,24.813,16.913,24.292,7.9,10808,184,20,235,23927,249,0.028627535,0.214,-7,-0.49407327081879276,1.2538136832866636e-5,3.0469391538298304e-4
1860,325,37,600,24.813,16.913,24.292,7.9,10808,184,20,235,23927,249,0.028627535,0.214,-7,-0.49407327081879276,2.5076273665733272e-5,3.0469391538298304e-4
1999,325,221,0,28.308,17.826,28.277,10.482,22664000,391,24878,267759,57343,13237,0.018796369,0.853,10,2.3019309390884297,0,0.011879317686119191
1855,325,22,2200,24.738,16.921,24.156,7.817,2241,53,20,98,5003,244,0.0097849537,0.221,-7,-0.49407327081879276,4.3973615830501697e-4,7.238096212563252e-5
1935,325,127,4000,26.122,17.531,25.894,8.591,513379,1380,2209,17645,42630,7654,0.051195353,0.06,-9,-0.789551467266806,9.383063570255688e-5,0.002916196506009825
1911,325,97,6000,25.704,17.35,25.406,8.354,29379,291,736,10165,34680,3973,0.033263136,0.308,-1,0.17048887426662657,1.7301038062283736e-4,2.718638118921985e-4
1991,325,211,0,28.142,17.819,28.105,10.322,19720000,473,25032,228250,56751,14527,0.019335635,0.811,10,2.3585458035437616,0,0.012276102239195681
1849,327,16,1400,15.494,6.811,15.29,8.684,NA,13,0,NA,2999,172,0.0065551139,0.15,-9,-0.8365952384080586,4.668222740913638e-4,NA
1860,327,34,700,15.477,6.804,15.27,8.675,781,19,0,NA,3162,184,0.0045924117,0.045,-9,-0.83812895559874,2.2137887413029727e-4,0.18237877537684116
1860,329,37,400,15.468,15.994,0,0.465,NA,92,0,NA,9212,645,0.015605263,0.013,-10,-1.1778254608931056,4.342162396873643e-5,NA
1849,329,16,100,15.506,15.956,0,0.493,NA,46,0,NA,8793,595,0.02159619,0.026,-10,-1.1778254608931056,1.1372682815876264e-5,NA
1848,332,10,100,15.475,13.196,0,2.376,NA,3,0,NA,576,0,7.2656816e-4,0.016,-10,-1.5807981490831127,1.7361111111111112e-4,NA
1848,337,10,100,15.534,14.231,0,1.543,219,6,0,NA,1547,103,0.003435659,0.13,-7,-0.430629553856748,6.464124111182935e-5,219000
1992,344,215,500,24.66,15.308,24.56,9.352,561000,103,102,13179,4470,1166,0.001297972,0.279,-3,0.5194137362866559,1.1185682326621924e-4,0.012097353896758945
1999,345,221,5000,24.997,16.142,24.827,8.856,1654000,105,230,21841,10637,3251,0.0020388458,0.282,-6,-0.059053349506837716,4.7005734699633354e-4,0.027309038078024418
1941,345,139,305000,24.381,16.536,23.821,7.846,179324,150,211,3160,15724,796,0.0043764957,0.123,0,-0.09085661081637515,0.01939709997456118,0.008096728267394214
1914,345,106,70000,NA,NA,NA,NA,4156,41,0,262,4023,146,0.0018854915,0.188,4,0.44996846299158266,0.017399950285856326,NA
1992,345,215,1890,24.935,16.233,24.734,8.702,1300000,137,667,26253,10448,2381,0.0023300909,0.225,-5,-0.002415618150828067,1.80895865237366e-4,0.023556113429802926
1913,345,103,18500,NA,NA,NA,NA,1194,32,0,198,3003,138,0.0017762586,0.194,4,0.44996846299158266,0.006160506160506161,NA
1915,345,106,70000,NA,NA,NA,NA,9741,84,0,347,4043,158,0.0014044226,0.176,NA,-0.2798737640089599,0.017313875834776157,NA
1912,345,100,15000,NA,NA,NA,NA,1184,31,0,150,3052,128,0.0018949802,0.188,4,0.4555834987764008,0.0049148099606815205,NA
1992,346,215,2850,22.782,15.215,21.947,7.568,850000,60,261,7031,4409,559,9.492205e-4,0.251,0,0.3330113183849509,6.464050805171241e-4,0.2500103173550217
1940,350,139,18300,24.008,15.756,23.672,8.252,62145,105,15,786,7319,865,0.0025271422,0.041,-8,-0.6877098918595788,0.002500341576718131,0.003256770959039527
1917,350,106,5000,23.113,15.48,22.357,7.633,34561,42,0,407,4646,457,0.0018322686,0.384,NA,0.28257616627574716,0.001076194575979337,0.00674628319634138
1913,350,103,2500,23.176,15.314,22.628,7.862,4920,200,0,504,2744,397,0.0073415614,0.401,10,0.7054959915273721,9.110787172011661e-4,7.324020753553169e-4
1897,350,76,600,23.044,15.255,22.441,7.79,924,25,0,133,2451,115,0.0021063709,0.278,10,0.7463203845505563,2.447980416156671e-4,1.658324445780934e-4
1912,350,100,5000,23.256,15.348,22.741,7.909,1202,27,0,415,2725,201,0.0019046267,0.4,10,0.7287992718970988,0.001834862385321101,1.5981357058595072e-4
1919,350,115,30000,23.334,15.482,22.779,7.852,53249,58,0,340,4674,490,0.0027804319,0.37,NA,0.28257616627574716,0.006418485237483954,0.006815809648749012
1951,350,151,169,24.033,15.815,23.683,8.219,174333,160,30,382,7646,982,0.0030119312,0.32,4,0.5945878537579612,2.2103060423750982e-5,0.009036149110498872
1974,352,184,500,22.279,13.209,22.144,9.07,18376,11,0,785,641,133,1.4738036e-4,0.549,10,0.8082005860287431,7.8003120124805e-4,0.0044384770122112786
1917,355,106,87500,23.061,15.381,22.357,7.681,13394,38,0,266,5050,141,0.0012137764,0.216,-9,-0.6990099029975309,0.017326732673267328,0.002614499497462355
1941,355,139,9000,23.615,15.671,23.123,7.944,NA,NA,0,1185,6700,336,0.0016613067,0.129,-10,-1.0422075077281963,0.0013432835820895521,NA
1944,355,139,9000,23.53,15.709,22.952,7.822,NA,450,0,1731,6880,353,0.0034024634,0.166,-2,-0.47999411778623685,0.001308139534883721,NA
1915,355,106,87500,23.112,15.359,22.477,7.754,11911,49,0,169,4900,129,0.0012694999,0.211,-9,-0.6990099029975309,0.017857142857142856,0.002062106802510192
1916,355,106,87500,23.093,15.371,22.429,7.722,13298,800,0,196,5000,135,0.0055836611,0.216,-9,-0.6990099029975309,0.0175,0.0024154352169518637
1944,355,139,1000,23.53,15.709,22.952,7.822,NA,450,0,1731,6880,353,0.0034024634,0.166,-2,-0.47999411778623685,1.4534883720930232e-4,NA
1943,355,139,9000,23.569,15.697,23.028,7.872,NA,NA,0,1762,6830,347,0.0017660256,0.151,0,0.11437748981297013,0.0013177159590043923,NA
1913,355,103,18000,23.141,15.31,22.571,7.832,1620,592,0,265,4500,118,0.01573373,0.22,NA,-0.5681165600962633,0.004,2.5530202732630436e-4
1912,355,100,32000,23.112,15.284,22.538,7.828,1620,61,0,244,4430,112,0.0030307963,0.221,-9,-0.6989975404664821,0.007223476297968397,2.638675480125007e-4
1941,360,139,290000,24.351,16.508,23.79,7.844,NA,NA,288,10213,13550,1103,0.0053087017,0.122,-7,-0.4965587439666789,0.021402214022140223,NA
1944,360,139,290000,24.257,16.483,23.639,7.774,NA,975,206,7880,13700,1111,0.0081783533,0.117,-7,-0.48591842729903867,0.021167883211678833,NA
1916,360,106,335706,24.068,15.982,23.656,8.086,15541,211,0,2018,8845,664,0.0038489236,0.256,NA,-0.04900917671907481,0.03795432447710571,8.275775417157774e-4
1944,360,139,10000,24.257,16.483,23.639,7.774,NA,975,206,7880,13700,1111,0.0081783533,0.117,-7,-0.48591842729903867,7.2992700729927e-4,NA
1919,360,112,3000,24.145,16.195,23.656,7.95,24568,292,25,2518,9722,868,0.0072123534,0.248,-4,0.02843445206238562,3.0857848179386956e-4,0.0013082764973214862
1943,360,139,290000,24.278,16.477,23.682,7.801,NA,NA,351,10574,13610,1109,0.0054361103,0.122,-7,-0.4965587439666789,0.0213078618662748,NA
1913,360,103,1500,23.979,15.891,23.568,8.088,3236,109,0,1693,7352,338,0.0053398558,0.245,-4,-0.030878891152648382,2.0402611534276388e-4,1.8817250372543223e-4
1854,365,22,100000,25.528,18.042,24.576,7.487,31358,1100,231,141,70600,1079,0.13696814,0.015,-10,-1.5809166583852599,0.00141643059490085,6.65467987579025e-4
1941,365,139,7500000,27.205,19.024,26.839,8.181,6884227,4207,15584,147154,196659,32546,0.12433852,0.095,-9,-0.7553007908681488,0.03813707992006468,0.015199369834689547
1914,365,106,1700000,26.664,18.905,26.034,7.759,857000,1321,4466,48412,175100,10479,0.11080456,0.107,-6,-0.3258484553991799,0.009708737864077669,0.004232122987889102
1918,365,108,8000,26.176,18.838,24.931,7.339,258741,NA,402,18041,143450,4983,0.037396926,0.137,-1,0.13231505177274427,5.5768560474032764e-5,0.003850077963338162
1919,365,109,60000,26.046,18.818,24.463,7.229,1417699,1550,199,14673,142265,3566,0.063060187,0.106,-1,0.13231505177274427,4.2174814606544126e-4,0.03368512181492448
1956,365,156,1500,27.827,19.066,27.639,8.761,26749408,5100,48698,467891,199658,42711,0.17019655,0.107,-7,-0.48096834565392643,7.51284696831582e-6,0.026536826782819937
1855,365,22,100000,25.528,18.049,24.563,7.479,39809,1550,251,156,71100,1088,0.15320642,0.03,-10,-1.5809166583852599,0.0014064697609001407,8.558662665824825e-4
1915,365,106,1700000,26.598,18.913,25.899,7.686,4524000,5500,4120,44769,178900,8943,0.12333684,0.097,-6,-0.3258484553991799,0.009502515371716043,0.025569945916421564
1918,365,107,8000,26.176,18.838,24.931,7.339,258741,NA,402,18041,143450,4983,0.037396926,0.137,-1,0.13231505177274427,5.5768560474032764e-5,0.003850077963338162
1919,365,108,8000,26.046,18.818,24.463,7.229,1417699,1550,199,14673,142265,3566,0.063060187,0.106,-1,0.13231505177274427,5.6233086142058833e-05,0.03368512181492448
1939,365,142,126875,27.26,18.976,26.936,8.284,5984123,1789,17564,181115,170315,35124,0.1381359,0.094,-9,-0.7553007908681488,7.449431934944074e-4,0.011990694746660402
1828,365,4,50000,25.171,17.782,24.041,7.389,7587,624,178,26,54600,833,0.15256478,0.016,-10,-1.5809166583852599,9.157509157509158e-4,2.7491373905175843e-4
1853,365,22,100000,25.516,18.036,24.553,7.48,19928,761,238,142,70100,1069,0.13541539,0.015,-10,-1.5809166583852599,0.0014265335235378032,4.327442443906201e-4
1877,365,61,120000,25.979,18.308,25.265,7.671,77022,840,400,3281,92200,2655,0.13189262,0.03,-10,-1.5809166583852599,0.0013015184381778742,8.206627218817474e-4
1900,365,82,302,26.394,18.659,25.741,7.735,43104,1142,2216,33930,132900,6666,0.10923852,0.054,-10,-1.6426845913719748,2.272385252069225e-6,2.8532729251479173e-4
1900,365,83,242,26.394,18.659,25.741,7.735,43104,1142,2216,33930,132900,6666,0.10923852,0.054,-10,-1.6426845913719748,1.8209179834462001e-6,2.8532729251479173e-4
1929,365,118,200,26.724,18.846,26.189,7.879,2798721,562,4854,51515,152774,12136,0.13374847,0.104,-8,-0.6055438912270326,1.3091232801392908e-6,0.011836448693499733
1904,365,85,71453,26.488,18.729,25.859,7.76,50305,1160,2766,37584,141600,8064,0.113226,0.051,-10,-1.6426845913719748,5.046115819209039e-4,2.9593078474890255e-4
1938,365,133,1200,27.253,18.943,26.938,8.309,5429984,1566,18057,169211,166859,36532,0.16435921,0.094,-9,-0.7553007908681488,7.191700777302992e-6,0.010858599028428369
1939,365,136,5000,27.26,18.976,26.936,8.284,5984123,1789,17564,181115,170315,35124,0.1381359,0.094,-9,-0.7553007908681488,2.9357367231306698e-5,0.011990694746660402
1919,366,108,1000,21.043,13.826,19.413,7.217,3984,16,0,1568,1105,127,8.1313978e-4,0.505,10,1.3756092470787267,9.049773755656109e-4,0.014769321779025284
1918,366,107,3600,20.989,13.817,19.152,7.173,3541,16,0,1657,1103,127,6.5276236e-4,0.236,NA,0.02954128433503596,0.0032638259292837716,0.01704189987292731
1919,367,108,3046,21.456,14.272,19.677,7.184,3984,20,0,2312,1629,279,0.0012746699,NA,NA,-1.0655463909727136,0.0018698588090853283,0.011342448324966937
1918,367,108,3046,21.402,14.252,19.439,7.151,4419,19,0,2398,1596,248,0.0010184365,NA,NA,-1.0655463909727136,0.0019085213032581454,0.015961495060351546
1920,368,117,500,21.384,14.513,0,6.872,5512,50,0,2785,2078,0,0.0014884191,0.45,4,0.6663262113853642,2.4061597690086623e-4,5512000
1993,371,216,5500,23.182,14.974,22.828,8.209,151000,21,0,1835,3731,1419,4.9065711e-4,0.601,7,0.8005903902364739,0.0014741356204770839,0.01840358851817925
1993,373,216,8500,24.391,15.795,24.164,8.596,128000,45,236,31221,7368,1773,0.0012285216,0.418,-3,0.1355627829590647,0.0011536373507057547,0.004101267617255999
1941,375,139,65000,23.834,15.088,23.643,8.746,93832,NA,62,1402,3710,312,0.0013211212,0.493,4,0.7653595406815317,0.01752021563342318,0.0050620512481634765
1944,375,139,65000,23.885,15.104,23.7,8.781,105498,350,93,1312,3780,319,0.0022652268,0.488,10,1.2367497828639107,0.017195767195767195,0.005376071120198153
1943,375,139,65000,23.878,15.1,23.693,8.778,100407,350,97,1833,3750,316,0.0025666999,0.488,4,0.7653595406815317,0.017333333333333333,0.005152581044859627
1918,375,107,150,22.946,14.925,22.5,8.021,NA,NA,0,73,2641,184,9.7104092e-4,0.566,8,0.9605206813226089,5.679666792881484e-5,NA
1939,375,142,24923,23.829,15.081,23.638,8.748,68491,37,77,2175,3700,304,0.0017938904,0.552,4,0.7922310760314655,0.006735945945945946,0.003713475337220908
1940,385,139,3000,23.801,14.862,23.646,8.939,89338,4,69,3633,2963,307,0.0012623052,0.504,NA,1.3670003800436024,0.0010124873439082012,0.004805171655965796
1848,390,13,3500,22.206,14.35,21.653,7.856,503,27,0,118,2296,131,0.0057543018,0.339,-9,-0.8383166192672765,0.001524390243902439,1.9851328146770902e-4
1849,390,13,3500,22.2,14.353,21.642,7.848,136,41,0,102,2316,133,0.0057162694,0.365,2,0.22831208814699944,0.0015112262521588947,5.426723960533492e-5
1864,390,46,2933,22.469,14.348,22.076,8.122,683,32,0,246,1716,164,0.0030962615,0.365,2,0.22831208814699944,0.0017092074592074593,1.7657764532912765e-4
1986,483,207,1000,22.532,15.434,20.168,7.098,48660,22,0,277,5122,443,3.8134315e-4,0.079,-7,-0.5466128331395625,1.952362358453729e-4,0.08478538441120306
1975,490,186,100,24.54,16.938,23.747,7.602,147800,55,0,8130,22582,4920,0.0025043809,0.16,-9,-0.7561006831489046,4.4283057302276145e-6,0.00718593645282435
1978,500,190,1500,23.286,16.263,19.539,7.023,156012,6,7,2574,12780,512,7.2784506e-4,0.086,-7,-0.6004698088534371,1.1737089201877934e-4,0.5098919111397338
1978,510,190,1000,24.124,16.644,23.162,7.481,264913,63,0,7490,17443,1080,0.0014893191,0.244,-6,-0.3152153367005166,5.732958780026372e-5,0.02311928937931423
1979,510,190,1000,24.143,16.676,23.158,7.467,261569,53,0,7711,17982,1124,0.0014230196,0.244,-6,-0.3152153367005166,5.5611166722277836e-5,0.022918946990735323
1977,520,187,8000,22.987,15.412,22.16,7.575,31771,53,0,1594,5924,311,6.7573274e-4,0.079,-7,-0.5604635783314349,0.0013504388926401081,0.0075520553724088245
1941,530,139,5000,22.54,16.55,0,5.993,NA,NA,0,2,15513,177,0.0028082759,0.014,NA,-0.2752301045926402,3.2231032037645846e-4,NA
1935,530,127,16000,22.249,16.398,0,5.854,NA,100,0,1,13286,128,0.0042804251,0.018,-5,-0.2369996254186421,0.0012042751768779167,NA
1977,530,187,1800,24.03,17.315,0,6.716,135265,225,0,10297,36053,1577,0.0034103093,0.073,-7,-0.5604635783314349,4.992649710148947e-5,135265000
1998,530,219,70000,24.547,17.906,0,6.642,387000,200,0,26575,59649,3235,0.0039276048,0.274,1,0.37819433724838375,0.0011735318278596456,387000000
1951,530,151,120,23.035,16.784,0,6.253,NA,20,0,4,19974,366,0.0023074765,0.018,-9,-0.9103023217403907,6.007810153199159e-6,NA
1998,531,219,50000,22.123,15.063,19.294,7.06,297000,100,0,555,3577,449,9.8451425e-4,0.131,-6,-0.2574338593851812,0.01397819401733296,1.2401628439579027
1975,540,186,1000,24.058,15.685,23.767,8.374,146004,30,5,4239,6123,695,7.2640728e-4,0.073,-7,-0.5592925136310292,1.6331863465621427e-4,0.006958054125170312
1975,560,186,100,26.19,17.031,26.067,9.159,1247438,50,6570,100198,25669,6771,0.0068328204,0.169,4,0.19844388837135973,3.895749737036893e-6,0.005960253203229758
1940,560,139,8700,24.367,16.113,24.032,8.255,28826,NA,363,21388,10353,1402,0.0053545451,0.246,4,0.28539235392055595,8.403361344537816e-4,0.001053948507548367
1939,560,139,8700,24.311,16.094,23.961,8.218,8322,5,368,19640,10170,1344,0.0043412112,0.246,4,0.28539235392055595,8.554572271386431e-4,3.266612582524175e-4
1941,560,139,8700,24.42,16.133,24.098,8.288,112840,120,339,22385,10536,1470,0.0056574885,0.246,4,0.28539235392055595,8.257403189066059e-4,0.0038621990490327013
1958,600,158,1000,23.736,16.224,22.825,7.513,47143,27,0,544,10987,1707,0.0016876984,0.076,-5,-0.22659930559475397,9.101665604805679e-5,0.005762960812860096
1859,600,31,6000,21.887,14.984,0,6.904,NA,10,0,0,1943,100,0.0027042911,0.011,-6,-0.2388799973546086,0.003088008234688626,NA
1909,600,94,8000,22.566,15.323,21.037,7.244,NA,6,0,0,4272,142,0.0012261337,0.032,-6,-0.16064813698653813,0.0018726591760299626,NA
1957,600,158,1000,23.708,16.201,22.787,7.507,47143,24,0,466,10688,1582,0.0016381051,0.076,-5,-0.22659930559475397,9.356287425149701e-5,0.005986167390172639
1991,600,211,0,25.507,17.003,25.256,8.505,983000,195,7,13004,25020,8321,0.0035122372,0.186,-8,-0.5010357623175508,0,0.01056846912259578
1986,620,207,7000,23.913,15.062,23.742,8.851,1410000,91,0,19846,3517,2736,0.0016166515,0.072,-7,-0.5464186127610002,0.00199033266988911,0.06889687492527552
1979,620,190,500,24.242,14.797,24.152,9.446,3000000,51,0,13149,2632,1767,0.001835169,0.073,-7,-0.5350914510503526,1.8996960486322188e-4,0.09728388995270171
1856,630,25,1500,23.017,15.647,21.845,7.37,NA,18,0,0,6300,134,0.0057948707,NA,-10,-1.5809183726216487,2.380952380952381e-4,NA
1980,630,199,750000,26.184,17.449,25.99,8.735,3386907,305,565,64862,39291,13588,0.0078178812,0.173,-2,-0.2451593060913393,0.019088340841414066,0.01747791757839426
1917,640,106,325000,24.149,16.46,23.452,7.689,NA,NA,0,368,18805,1031,0.0063589313,0.075,-1,0.01770218834168832,0.01728263759638394,NA
1914,640,106,325000,24.256,16.518,23.608,7.739,NA,249,0,660,18520,997,0.012148417,0.081,-1,0.01770218834168832,0.017548596112311014,NA
1919,640,116,35000,24.077,16.423,23.346,7.655,33528,129,0,561,18997,694,0.0058084195,0.105,NA,-0.6475269117657557,0.001842396167815971,0.0024342695877399116
1916,640,106,325000,24.169,16.475,23.479,7.694,NA,NA,0,243,18709,1020,0.0063151917,0.075,-1,0.01770218834168832,0.017371318616708535,NA
1911,640,97,14000,24.245,16.538,23.567,7.707,11123,336,0,722,25569,963,0.018026816,0.151,-1,0.06213235726401286,5.475380343384567e-4,6.474464921406768e-4
1915,640,106,325000,24.208,16.494,23.536,7.714,45568,790,0,496,18614,1008,0.0090397876,0.078,-1,0.01770218834168832,0.017459976361878154,0.0027359303778271287
1912,640,100,30000,24.256,16.51,23.614,7.747,11817,241,0,746,25700,974,0.015811235,0.134,-1,0.011782799557804395,0.0011673151750972762,6.562621241204769e-4
1999,640,221,0,27.374,17.944,27.282,9.43,9717000,789,14313,111693,65546,23992,0.016377809,0.589,7,0.9676151247116057,0,0.013775588063815219
1897,640,76,1400,24.025,16.883,22.006,7.142,5986,436,10,172,27627,826,0.024257567,0.008,-10,-1.5809166583852599,5.0675064248742176e-5,0.0016597869427279351
1919,640,115,20000,24.077,16.423,23.346,7.655,33528,129,0,561,18997,694,0.0058084195,0.105,NA,-0.6475269117657557,0.0010527978101805549,0.0024342695877399116
1974,640,184,1000,26.438,17.44,26.293,8.999,1136713,574,1458,27243,39037,8799,0.0085077779,0.601,9,1.149484912398844,2.5616722596511e-5,0.004332574249205114
1913,640,103,20000,24.272,16.493,23.66,7.78,25134,241,0,841,21331,986,0.017577745,0.097,-1,0.005469776834182881,9.376025502789367e-4,0.0013330737261935085
1828,640,4,80000,23.341,16.829,0,6.514,NA,129,0,3,29137,900,0.056852959,0.024,-10,-1.5809166583852599,0.0027456498610014756,NA
1853,640,22,45000,23.603,16.944,0,6.66,NA,160,0,14,36933,1172,0.047125444,0.02,-10,-1.5809166583852599,0.0012184225489399723,NA
1877,640,61,165000,23.781,16.813,0,6.97,NA,461,10,86,34323,863,0.033597387,0.035,-10,-1.1779415028350544,0.004807272091600385,NA
1950,640,151,717,24.986,16.811,24.617,8.175,197876,684,91,2900,20770,1648,0.010197137,0.284,7,0.8200050769662061,3.452094366875301e-5,0.0040305643719875045
1991,645,211,40000,24.678,16.694,24.211,7.984,12900000,475,0,25158,18514,13650,0.0083682146,0.081,-9,-0.7763179041070458,0.0021605271686291456,0.3943537808298899
2003,645,227,7000,25.373,17.044,25.065,8.329,NA,389,0,45840,25960,11673,0.0066379537,0.125,NA,-0.5020017368968427,2.6964560862865946e-4,NA
1980,645,199,500000,25.452,16.374,25.318,9.078,3386780,430,260,16665,13238,8555,0.0059015644,0.048,-9,-0.7347363918885884,0.037770055899682735,0.034223095850747474
1948,645,148,500,23.34,15.376,22.861,7.964,17574,31,0,210,4935,625,0.001297044,0.144,-4,-0.13957650514555242,1.0131712259371833e-4,0.0020723565174869643
1973,645,181,278,24.724,16.139,24.495,8.585,658068,105,0,8342,10413,4860,0.0027431571,0.058,-7,-0.6004698088534371,2.669739748391434e-5,0.01514354103002649
1990,645,211,40000,25.189,16.659,24.945,8.53,8610000,1390,0,33592,18078,13294,0.01262417,0.081,-9,-0.7763179041070458,0.0022126341409447947,0.12633605179742013
1882,651,65,10000,23.024,15.707,21.725,7.318,104,15,0,0,5669,577,0.0040787435,0.074,NA,NA,0.0017639795378373612,3.819317123259474e-5
1956,651,155,3000,23.904,16.977,0,6.928,238369,93,6,3845,23532,5314,0.0052114734,0.077,-7,-0.5305017087227624,1.2748597654258032e-4,238369000
1991,651,211,14,26.119,17.828,25.799,8.292,1650000,434,2541,58023,54531,17654,0.0085041784,0.214,-6,-0.2028386353044117,2.567347013625277e-7,0.010306723031815634
1948,651,148,2000,23.781,16.764,19.786,7.018,35576,64,0,2989,19529,3807,0.0053934129,0.168,1,0.04705883063495552,1.0241179783911107e-4,0.09082522815700435
1967,651,169,10000,24.506,17.242,23.05,7.265,570377,220,203,10151,30892,9287,0.0064842179,0.196,-7,-0.41768503918243916,3.2370840347015407e-4,0.05567679106624695
1969,651,172,5000,24.657,17.284,23.492,7.373,975161,230,304,7009,32316,10034,0.0066522183,0.188,-7,-0.41768503918243916,1.5472211907414284e-4,0.06118294183727226
1973,651,181,7700,24.839,17.368,23.862,7.472,3194479,390,294,12291,35366,11122,0.008649677,0.195,-7,-0.4057491091254408,2.1772323700729515e-4,0.13844112197786843
1991,652,211,0,24.291,16.302,23.827,7.99,4500000,408,63,21979,12529,4231,0.0047789868,0.149,-9,-0.7792196608333797,0,0.20196582758213696
1948,652,148,1000,23.387,14.932,23.121,8.454,12372,8,0,7,3068,647,8.5500826e-4,0.323,5,0.5888665855192191,3.259452411994785e-4,0.0011249084918488236
1967,652,169,2500,23.759,15.513,23.421,8.247,95812,80,0,83,5680,1711,0.0013998736,0.103,-7,-0.5579128694696325,4.4014084507042255e-4,0.006453701066738705
1973,652,181,3500,24.25,15.71,24.01,8.541,388408,115,0,3369,6908,2161,0.0018107152,0.154,-9,-0.685277029243918,5.06658946149392e-4,0.014517026043441728
1982,652,205,1200,24.405,16.013,24.12,8.392,2548606,300,0,13768,9295,2824,0.0034186156,0.148,-9,-0.67955555398664,1.2910166756320603e-4,0.08533354693522728
1948,660,148,500,22.366,13.997,22.073,8.369,5059,3,0,11,1208,233,3.2113769e-4,0.339,2,0.5891040126173817,4.139072847682119e-4,0.0013118451691720306
1948,663,148,1000,21.359,13.537,20.781,7.822,6906,8,0,0,1159,0,2.1902134e-4,0.148,-10,-1.013169457551262,8.628127696289905e-4,0.006518579185873004
1967,663,169,6100,22.71,14.166,22.471,8.544,99972,60,0,19,2038,450,7.3561934e-4,0.127,-9,-0.7562663796048009,0.0029931305201177623,0.017411936621081897
1973,663,181,23,22.71,14.455,22.375,8.255,144515,70,0,1046,2537,916,8.7075465e-4,0.13,-9,-0.716532150687729,9.0658257784785175e-06,0.027706004131078245
1948,666,148,3000,22.619,13.857,22.431,8.762,44444,85,0,32,873,244,0.0014134854,0.287,10,0.973215438347216,0.003436426116838488,0.008056633639403336
1973,666,181,2838,24.719,14.934,24.655,9.784,3121718,130,120,11321,3278,1358,0.0032918791,0.721,9,1.2675639774845888,8.657718120805369e-4,0.06121575599171036
1956,666,155,189,23.32,14.381,23.165,8.939,52814,75,12,1507,1824,668,0.0011855757,0.621,10,1.5318761252495696,1.0361842105263157e-4,0.0045953372312436715
1967,666,169,1000,24.159,14.762,24.063,9.396,491616,75,84,7214,2715,809,0.0015568113,0.669,9,1.2909858316625646,3.6832412523020257e-4,0.0174260072681346
1969,666,172,368,24.35,14.806,24.268,9.544,680798,100,120,8365,2884,994,0.0018128309,0.671,9,1.3234032181502982,1.276005547850208e-4,0.019658925841584483
1982,666,205,455,25.046,15.137,24.991,9.91,8241308,205,120,14309,4027,1798,0.0037561865,0.756,6,1.2895192973771277,1.1298733548547305e-4,0.11548956564171288
1991,670,211,44,26.726,16.602,26.682,10.125,35500000,191,1850,247069,16545,6339,0.013304139,0.019,-10,-1.2515711586868827,2.659413720157147e-6,0.09170288246492804
1973,670,181,100,26.344,15.701,26.317,10.643,1304912,75,0,44652,6557,1954,0.0027639668,0.017,-10,-1.1546833587653005,1.5250876925423212e-5,0.004855716746720063
1934,670,125,100,22.556,14.943,21.776,7.613,NA,4,0,6,2246,101,5.335501e-4,0.009,-10,-1.6427702921290217,4.452359750667854e-5,NA
1934,678,125,2000,22.064,15.094,0,6.97,NA,18,0,0,2648,0,8.9342077e-4,NA,-10,-1.6427702921290217,7.552870090634441e-4,NA
1990,690,211,1000,24.452,14.469,24.4,9.983,13100000,7,0,49171,2141,285,0.0033858654,0.096,NA,-0.8179061047959657,4.6707146193367583e-4,0.33150183535805894
1991,694,211,0,23.308,13.073,23.268,10.235,934070,11,561,15689,503,264,6.3769706e-4,0.017,-10,-1.232580328559356,0,0.07331881192224331
1991,696,211,6,25.723,14.46,25.709,11.263,4900000,66,45,46765,1983,1318,0.0022548763,0.026,-8,-0.6266599932797083,3.0257186081694403e-6,0.033490315954155046
1991,698,211,0,24.154,14.43,24.086,9.724,1440000,29,0,8850,1864,0,6.4719666e-4,0.023,-9,-0.8093720630258374,0,0.04988220019071003
2001,700,225,4000,23.892,16.931,0,6.962,245000,NA,0,677,22080,4162,0.0012150784,0.083,NA,-0.7650877190521288,1.8115942028985507e-4,245000000
1900,710,82,2000,26.69,19.797,0,6.894,12241,1000,0,233,425577,NA,0.11997743,0.05,-6,-0.3750210080423957,4.699502087753803e-6,12241000
1950,710,151,422612,26.931,20.113,0,6.818,2558000,4000,606,29555,571889,37965,0.11849532,0.076,-8,-0.6708660484781787,7.389755704341227e-4,2558000000
1951,710,151,422612,26.979,20.118,0,6.862,3094000,3000,896,38184,577290,38145,0.10362443,0.076,-8,-0.6847617575656725,7.32061875313967e-4,3094000000
1884,710,67,10000,26.598,19.703,0,6.896,NA,1000,20,126,375495,NA,0.16212232,0.044,-6,-0.33176035324622644,2.6631513069415037e-5,NA
1941,710,139,1350000,26.962,20.039,0,6.925,244000,2584,63,56669,530248,21403,0.098656833,0.088,NA,-0.34491086816769,0.002545978485538842,244000000
1900,710,83,3758,26.69,19.797,0,6.894,12241,1000,0,233,425577,NA,0.11997743,0.05,-6,-0.3750210080423957,8.830364422889396e-6,12241000
